entropy_train_accuracy,entropy_train_losss,entropy_test_loss,entropy_test_accuracy
tensor(0.8866),131.6595353037119,34.60969614982605,tensor(0.8573)
tensor(0.8873),130.23819702863693,38.80292692780495,tensor(0.8395)
tensor(0.8848),133.61989064514637,37.662687957286835,tensor(0.8431)
tensor(0.8877),132.12126871943474,38.40168410539627,tensor(0.8380)
tensor(0.8866),132.76695802807808,34.5061571598053,tensor(0.8560)
tensor(0.8859),131.29172663390636,38.078871339559555,tensor(0.8433)
tensor(0.8862),132.736659809947,36.035821706056595,tensor(0.8492)
tensor(0.8871),132.35053950548172,35.08516143262386,tensor(0.8535)
tensor(0.8851),133.8679111301899,37.91012516617775,tensor(0.8453)
tensor(0.8820),135.9250196814537,37.68020582199097,tensor(0.8418)
tensor(0.8863),133.57666693627834,37.79297134280205,tensor(0.8482)
tensor(0.8870),135.15958718955517,34.815218299627304,tensor(0.8551)
tensor(0.8847),133.69563189148903,36.636947453022,tensor(0.8480)
tensor(0.8840),135.09717682003975,39.58846500515938,tensor(0.8352)
tensor(0.8836),136.8831781297922,36.47480629384518,tensor(0.8506)
tensor(0.8870),133.5995490849018,38.414963871240616,tensor(0.8441)
tensor(0.8845),134.00487807393074,38.99326711893082,tensor(0.8416)
tensor(0.8834),136.92533187568188,38.33991393446922,tensor(0.8426)
tensor(0.8844),133.43854050338268,37.53104753792286,tensor(0.8408)
tensor(0.8859),134.6730918288231,88.3566170334816,tensor(0.7260)
