baseline_train_accuracy,baseline_train_losss,baseline_test_loss,baseline_test_accuracy
tensor(0.9016),115.79975993931293,35.110525816679,tensor(0.8522)
tensor(0.8935),122.2278781235218,34.224506333470345,tensor(0.8571)
tensor(0.8933),122.11711326241493,33.49360989034176,tensor(0.8628)
tensor(0.8982),119.6442833840847,35.65228822827339,tensor(0.8484)
tensor(0.8951),120.42358501255512,34.018897980451584,tensor(0.8590)
tensor(0.8955),120.66353040933609,35.96013480424881,tensor(0.8520)
tensor(0.8975),118.95645447075367,39.29981145262718,tensor(0.8319)
tensor(0.8968),119.81604178249836,36.80657058954239,tensor(0.8477)
tensor(0.8993),119.27893814444542,36.35999837517738,tensor(0.8514)
tensor(0.8953),120.64769852161407,38.9634817391634,tensor(0.8414)
tensor(0.8962),120.57962688803673,31.65276136994362,tensor(0.8667)
tensor(0.8961),120.65710686147213,32.331516563892365,tensor(0.8642)
tensor(0.8977),117.59628054499626,33.45697098970413,tensor(0.8604)
tensor(0.8955),120.7502159178257,32.594603538513184,tensor(0.8645)
tensor(0.8961),120.00911568105221,32.897451758384705,tensor(0.8657)
tensor(0.8954),120.09045258164406,34.75307610630989,tensor(0.8561)
tensor(0.8964),119.48381109535694,34.47345985472202,tensor(0.8553)
tensor(0.8941),121.43911221623421,37.314597100019455,tensor(0.8462)
tensor(0.8955),119.86131039261818,35.96738228201866,tensor(0.8474)
tensor(0.8977),119.26035898923874,31.05403345823288,tensor(0.8751)
