entropy_train_accuracy,entropy_train_losss,entropy_test_loss,entropy_test_accuracy
tensor(0.9636),42.78312892653048,21.118230506777763,tensor(0.9110)
tensor(0.9697),36.459055971354246,20.101967945694923,tensor(0.9164)
tensor(0.9717),32.91243937984109,20.054886773228645,tensor(0.9183)
tensor(0.9752),30.207322739064693,20.204615637660027,tensor(0.9202)
tensor(0.9778),27.11585244908929,21.114618107676506,tensor(0.9154)
tensor(0.9792),25.200213111937046,19.749486580491066,tensor(0.9186)
tensor(0.9814),22.63457039743662,20.788971282541752,tensor(0.9167)
tensor(0.9840),20.294677251949906,20.577509343624115,tensor(0.9172)
tensor(0.9850),19.177657125517726,20.971904136240482,tensor(0.9160)
tensor(0.9860),18.048613192513585,20.717227444052696,tensor(0.9167)
tensor(0.9881),15.957206185907125,20.42225643992424,tensor(0.9184)
tensor(0.9887),15.257225083187222,21.615664288401604,tensor(0.9147)
tensor(0.9899),13.803236411884427,19.90611645579338,tensor(0.9222)
tensor(0.9904),13.341577719897032,20.90023984760046,tensor(0.9185)
tensor(0.9905),13.002449108287692,22.33530628681183,tensor(0.9125)
tensor(0.9923),11.658932423219085,21.251953825354576,tensor(0.9180)
tensor(0.9917),11.451495143584907,21.187412574887276,tensor(0.9162)
tensor(0.9916),11.756493841297925,22.196889981627464,tensor(0.9149)
tensor(0.9919),11.490664258599281,23.06963160634041,tensor(0.9138)
tensor(0.9925),10.902049387805164,15.319780364632607,tensor(0.9436)
