entropy_train_accuracy,entropy_train_losss,entropy_test_loss,entropy_test_accuracy
tensor(0.8734),686.2437156513333,137.62531551718712,tensor(0.8686)
tensor(0.8780),697.3922460116446,161.852837882936,tensor(0.8583)
tensor(0.8807),733.4031545016915,154.42024683579803,tensor(0.8709)
tensor(0.8805),746.6991141140461,181.46708803251386,tensor(0.8693)
tensor(0.8823),767.166869174689,189.61404484510422,tensor(0.8703)
tensor(0.8846),726.12431088835,178.54576340317726,tensor(0.8737)
tensor(0.8887),763.0502737797797,249.35251311957836,tensor(0.8622)
tensor(0.8842),837.883072745055,248.4792225137353,tensor(0.8641)
tensor(0.8838),955.7762061357498,231.32210091874003,tensor(0.8730)
tensor(0.8874),905.686744382605,235.6364595517516,tensor(0.8704)
tensor(0.8948),812.9318803064525,202.00303918495774,tensor(0.8800)
tensor(0.9018),718.2481391299516,209.01606573164463,tensor(0.8763)
tensor(0.9007),735.740455897525,215.92625475674868,tensor(0.8811)
tensor(0.9027),706.7413164619356,238.35441306233406,tensor(0.8833)
tensor(0.9024),708.6126507306471,207.6103366650641,tensor(0.8818)
tensor(0.9055),666.7722569610924,204.86845911294222,tensor(0.8839)
tensor(0.9041),664.1994914710522,205.68501809984446,tensor(0.8802)
tensor(0.9048),671.9996398873627,223.32018938660622,tensor(0.8828)
tensor(0.9058),669.955145386979,227.25884557142854,tensor(0.8799)
tensor(0.9079),683.4578028530814,243.2435499690473,tensor(0.8792)
tensor(0.9116),655.5521151372232,234.40811587125063,tensor(0.8849)
tensor(0.9132),660.3175532203168,232.79329593107104,tensor(0.8827)
tensor(0.9147),637.7220534747466,229.55461184680462,tensor(0.8830)
tensor(0.9147),621.3751822067425,238.37161106057465,tensor(0.8834)
tensor(0.9154),615.3079717196524,233.70453156530857,tensor(0.8822)
tensor(0.9165),604.2999977767467,244.17599704116583,tensor(0.8827)
tensor(0.9162),610.4333772631362,238.85239178314805,tensor(0.8870)
tensor(0.9168),620.8530599432997,248.95317260921001,tensor(0.8840)
tensor(0.9173),627.4267055140808,240.40940653532743,tensor(0.8846)
tensor(0.9198),625.4514056835324,231.02983556315303,tensor(0.8847)
tensor(0.9204),610.4665280589834,256.2056126128882,tensor(0.8843)
tensor(0.9190),602.2542533543892,256.83886357955635,tensor(0.8820)
tensor(0.9210),618.7154926825315,233.4529427625239,tensor(0.8838)
tensor(0.9216),604.4912869902328,239.7256710641086,tensor(0.8863)
tensor(0.9211),605.167138167657,228.98924099095166,tensor(0.8898)
