entropy_train_accuracy,entropy_train_losss,entropy_test_loss,entropy_test_accuracy
tensor(0.8713),710.0942128673196,150.2636115886271,tensor(0.8583)
tensor(0.8754),707.3784328624606,152.07197915762663,tensor(0.8608)
tensor(0.8762),731.820971313864,150.0922004431486,tensor(0.8620)
tensor(0.8765),788.8137324154377,196.51094092428684,tensor(0.8544)
tensor(0.8801),754.8554032221437,178.9083627834916,tensor(0.8569)
tensor(0.8801),754.4208891354501,162.75724568217993,tensor(0.8663)
tensor(0.8795),744.3710200041533,161.4636913985014,tensor(0.8638)
tensor(0.8832),764.9282889440656,185.1528506204486,tensor(0.8659)
tensor(0.8803),814.5944364033639,199.5398605018854,tensor(0.8657)
tensor(0.8844),785.6922150738537,161.39323023706675,tensor(0.8643)
tensor(0.8910),691.4826631247997,152.6647992581129,tensor(0.8699)
tensor(0.8915),714.349449608475,163.94787381961942,tensor(0.8738)
tensor(0.8959),658.10305602476,163.66613441333175,tensor(0.8756)
tensor(0.8959),665.2072819620371,176.69776195287704,tensor(0.8727)
tensor(0.8956),683.2328041940928,161.34799614176154,tensor(0.8726)
tensor(0.8978),650.4407879300416,175.46595819666982,tensor(0.8738)
tensor(0.8985),648.1675382331014,175.3755797110498,tensor(0.8773)
tensor(0.8986),652.677890910767,172.84059806540608,tensor(0.8742)
tensor(0.9010),640.0897139832377,186.64369094744325,tensor(0.8727)
tensor(0.8998),648.0542620867491,180.72882894426584,tensor(0.8769)
tensor(0.9051),601.8821756113321,192.40772681310773,tensor(0.8786)
tensor(0.9064),600.4262074036524,172.64865128695965,tensor(0.8764)
tensor(0.9068),591.0877049006522,174.0730688497424,tensor(0.8761)
tensor(0.9055),602.8538833130151,179.10821272432804,tensor(0.8786)
tensor(0.9090),597.5998631548136,184.29863627627492,tensor(0.8778)
tensor(0.9079),586.508086849004,188.97189712524414,tensor(0.8804)
tensor(0.9082),577.6639584023505,175.8238519411534,tensor(0.8791)
tensor(0.9099),572.8349486794323,177.13729025050998,tensor(0.8755)
tensor(0.9103),583.4290109556168,180.9352286476642,tensor(0.8772)
tensor(0.9094),588.6474547442049,192.3344137892127,tensor(0.8782)
tensor(0.9093),593.1153376940638,191.16799955442548,tensor(0.8779)
tensor(0.9098),588.6295050065964,172.51106436550617,tensor(0.8790)
tensor(0.9115),555.5592742618173,176.0690704137087,tensor(0.8776)
tensor(0.9122),560.5074651297182,195.74329458922148,tensor(0.8772)
tensor(0.9111),570.4819329315796,171.39472698792815,tensor(0.8826)
